name,specobjid,ra,dec,plate,mjd,fiberid
8.63565851319492E+017,8.72711279649778E+017,170.67861,62.013997,775,52295,505
8.6157762505901E+017,7.99745736556913E+018,165.32708,60.670532,7103,56661,692
5.93918802224748E+017,5.97425205428121E+018,140.61905,12.190523,5306,55926,826
5.9961571127073E+017,1.97947777326097E+018,127.62405,8.837272,1758,53084,530
2.46520893896335E+018,3.22586796051821E+018,25.835172,-8.927054,2865,54503,599
9.08364559240387E+017,3.00630125437783E+018,125.00545,38.576388,2670,54115,540
9.08667985793707E+017,4.28311629828695E+018,122.67242,38.116538,3804,55267,702
9.10627693471837E+017,4.23920070840525E+018,130.30072,38.653285,3765,55508,682
9.21840203814981E+017,6.14819176577526E+017,121.8505,41.303963,546,52205,283
9.31304937345481E+017,3.57370836490503E+018,125.23363,48.064698,3174,54821,371
9.31720110359358E+017,4.9884158499805E+017,125.77968,48.686011,443,51873,247
1.42406241204671E+018,9.07700573715119E+018,246.35595,51.172439,8062,58251,2
1.42491563736558E+018,9.07705631468607E+018,245.44701,51.955436,8062,58251,186
1.44946130674229E+018,6.75554687798977E+018,200.9595,27.462264,6000,56102,536
1.45314236429751E+018,7.31508147722573E+018,212.99185,29.732999,6497,56329,399
1.45709792609777E+018,7.31183269581399E+018,209.19968,31.318738,6494,56363,868
8.28463697789197E+017,3.5680068473592E+018,148.3043,52.818548,3169,54821,109
8.35516034089278E+017,7.54588078851833E+018,160.79758,49.0399,6702,56381,362
8.36687632448189E+017,9.863930916551E+017,161.62276,50.712704,876,52669,381
8.53277819806284E+017,7.978226907149E+018,153.75069,56.307664,7086,56658,364
8.4316530641957E+017,7.54146103094754E+018,170.85848,54.586828,6698,56637,667
8.33452873535334E+017,1.06301365802555E+018,155.64549,46.016332,944,52614,597
1.19626816998501E+018,4.42709844663025E+018,236.23393,16.900942,3932,55337,218
1.19571360380707E+018,4.42152227334287E+018,236.21653,14.706318,3927,55333,412
9.366418336428E+017,6.6935668596385E+018,120.3798,53.483645,5945,56213,334
